ds,y,weather
2017-11-13,3229,흐림
2017-11-14,4031,구름 조금
2017-11-15,2835,구름 조금
2017-11-16,2520,구름 조금
2017-11-18,5575,맑음
2017-11-19,3895,맑음
2017-11-20,1740,구름 많음
2017-11-21,3176,맑음
2017-11-22,2112,맑음
2017-11-23,3878,흐림
2017-11-24,1507,구름 많음
2017-11-26,5030,구름 조금
2017-11-27,2146,맑음
2017-11-30,22656,맑음
2017-12-01,1457,구름 많음
2017-12-02,4354,구름 많음
2017-12-03,4003,흐림
2017-12-04,1449,구름 조금
2017-12-05,1265,흐림
2017-12-06,1457,흐림
2017-12-07,1835,구름 조금
2017-12-08,1301,맑음
2017-12-09,3604,구름 많음
2017-12-11,970,맑음
2017-12-12,652,맑음
2017-12-13,944,맑음
2017-12-14,1531,구름 많음
2017-12-15,1266,흐림
2017-12-16,2423,구름 조금
2017-12-17,2020,구름 조금
2017-12-18,842,구름 많음
2017-12-19,1336,맑음
2017-12-20,5971,눈
2017-12-21,1318,맑음
2017-12-22,1611,구름 많음
2017-12-23,3861,흐림
2017-12-25,4085,맑음
2017-12-26,1568,맑음
2017-12-27,985,맑음
2017-12-28,1571,흐림
2017-12-29,1745,구름 많음
2017-12-30,3078,눈
2017-12-31,3786,맑음
2018-01-01,4672,맑음
2018-01-02,1998,구름 조금
2018-01-03,1392,구름 조금
2018-01-04,1356,흐림
2018-01-05,1524,구름 조금
2018-01-06,3895,맑음
2018-01-07,3782,흐림
2018-01-08,1281,흐림
2018-01-09,1059,구름 많음
2018-01-10,770,구름 조금
2018-01-11,624,맑음
2018-01-12,471,맑음
2018-01-13,2033,맑음
2018-01-14,3310,구름 많음
2018-01-15,1304,구름 조금
2018-01-17,1277,구름 조금
2018-01-18,3007,구름 많음
2018-01-19,1853,맑음
2018-01-20,4169,구름 조금
2018-01-21,4264,구름 많음
2018-01-22,1710,눈
2018-01-23,733,맑음
2018-01-24,256,맑음
2018-01-25,325,맑음
2018-01-26,444,맑음
2018-01-27,1321,구름 조금
2018-01-28,1939,구름 조금
2018-01-29,824,맑음
2018-01-30,19322,구름 많음
2018-01-31,1182,구름 많음
2018-02-01,1363,맑음
2018-02-02,1419,구름 많음
2018-02-03,2108,구름 조금
2018-02-04,1581,맑음
2018-02-05,710,맑음
2018-02-06,751,구름 조금
2018-02-07,840,구름 많음
2018-02-08,1450,맑음
2018-02-09,1317,구름 많음
2018-02-10,3739,구름 많음
2018-02-11,2324,눈
2018-02-12,1016,구름 많음
2018-02-13,1469,맑음
2018-02-14,1639,구름 많음
2018-02-15,3594,구름 조금
2018-02-16,6260,맑음
2018-02-17,7251,맑음
2018-02-18,6828,구름 많음
2018-02-19,3145,구름 많음
2018-02-20,2492,구름 조금
2018-02-21,2341,구름 조금
2018-02-22,2713,구름 많음
2018-02-23,2167,구름 조금
2018-02-24,6757,구름 많음
2018-02-25,12312,맑음
2018-02-26,4521,구름 조금
2018-02-27,3045,흐림
2018-03-01,6604,맑음
2018-03-02,3025,맑음
2018-03-03,29138,구름 많음
2018-03-04,7290,흐림
2018-03-05,2100,구름 조금
2018-03-06,3529,구름 조금
2018-03-07,2888,구름 많음
2018-03-08,1216,흐림
2018-03-09,2763,구름 조금
2018-03-10,21525,구름 조금
2018-03-11,29037,구름 조금
2018-03-12,3142,맑음
2018-03-13,3677,구름 조금
2018-03-14,6086,구름 조금
2018-03-16,4244,맑음
2018-03-17,43466,구름 많음
2018-03-18,22747,흐림
2018-03-19,1579,구름 조금
2018-03-20,2486,구름 많음
2018-03-21,4372,눈
2018-03-22,3162,맑음
2018-03-23,3862,구름 조금
2018-03-24,16895,구름 조금
2018-03-25,14782,맑음
2018-03-26,2480,맑음
2018-03-27,2620,구름 조금
2018-03-28,3678,구름 조금
2018-03-29,3217,구름 조금
2018-03-30,7400,맑음
2018-03-31,49319,구름 조금
2018-04-01,30398,흐림
2018-04-02,5582,구름 조금
2018-04-03,7445,구름 많음
2018-04-06,7871,구름 많음
2018-04-07,25570,구름 많음
2018-04-08,25505,흐림
2018-04-09,11600,구름 조금
2018-04-10,14538,구름 많음
2018-04-11,8436,맑음
2018-04-12,14554,맑음
2018-04-13,17437,구름 많음
2018-04-14,4210,흐림
2018-04-15,42855,구름 조금
2018-04-16,10991,구름 조금
2018-04-17,10354,맑음
2018-04-18,11329,맑음
2018-04-19,10159,맑음
2018-04-20,10749,맑음
2018-04-21,65420,구름 조금
2018-04-24,8724,구름 많음
2018-04-25,17336,맑음
2018-04-26,31742,구름 조금
2018-04-27,28726,맑음
2018-04-28,45971,맑음
2018-04-29,59777,구름 조금
2018-04-30,30239,구름 조금
2018-05-01,44762,흐림
2018-05-03,18230,흐림
2018-05-04,22843,맑음
2018-05-05,104828,맑음
2018-05-07,65824,구름 많음
2018-05-08,11473,구름 조금
2018-05-09,11818,맑음
2018-05-10,13559,구름 조금
2018-05-11,19671,구름 많음
2018-05-13,46471,구름 조금
2018-05-14,8228,맑음
2018-05-15,9678,구름 많음
2018-05-18,11003,흐림
2018-05-19,67420,맑음
2018-05-20,61239,구름 많음
2018-05-21,38661,구름 조금
2018-05-22,57082,흐림
2018-05-23,12663,맑음
2018-05-24,12897,맑음
2018-05-25,17006,구름 많음
2018-05-26,55611,맑음
2018-05-27,64861,구름 많음
2018-05-28,54590,구름 조금
2018-05-29,17515,구름 많음
2018-05-30,14685,구름 많음
2018-05-31,52669,맑음
2018-06-01,20044,맑음
2018-06-02,52890,맑음
2018-06-03,51818,맑음
2018-06-04,11982,구름 많음
2018-06-05,18165,구름 조금
2018-06-06,60149,맑음
2018-06-07,12398,구름 조금
2018-06-08,14434,구름 조금
2018-06-09,36188,흐림
2018-06-10,38827,흐림
2018-06-11,7291,구름 많음
2018-06-12,11136,구름 조금
2018-06-13,36199,구름 많음
2018-06-15,8762,구름 조금
2018-06-16,30452,구름 조금
2018-06-17,24638,구름 많음
2018-06-18,4887,맑음
2018-06-19,7622,구름 많음
2018-06-20,6480,구름 조금
2018-06-21,5811,맑음
2018-06-22,32093,구름 조금
2018-06-23,17789,구름 많음
2018-06-24,13299,맑음
2018-06-25,4662,구름 많음
2018-06-27,4010,구름 많음
2018-06-28,3958,구름 많음
2018-06-29,16230,구름 많음
2018-07-03,3589,구름 많음
2018-07-04,3183,구름 많음
2018-07-06,4887,구름 많음
2018-07-07,22426,구름 많음
2018-07-08,24520,흐림
2018-07-10,3260,흐림
2018-07-11,2849,구름 많음
2018-07-12,5076,구름 조금
2018-07-13,2736,구름 많음
2018-07-14,7961,구름 조금
2018-07-15,6100,구름 조금
2018-07-16,1746,맑음
2018-07-17,2318,맑음
2018-07-18,29437,맑음
2018-07-19,1856,맑음
2018-07-20,1537,맑음
2018-07-21,3114,맑음
2018-07-22,2585,구름 조금
2018-07-23,1224,구름 많음
2018-07-24,1058,구름 조금
2018-07-25,1314,구름 조금
2018-07-26,1445,구름 조금
2018-07-27,3712,구름 조금
2018-07-29,3319,구름 조금
2018-07-30,1889,구름 많음
2018-07-31,2698,구름 조금
2018-08-01,1227,맑음
2018-08-02,1648,구름 조금
2018-08-03,1515,구름 조금
2018-08-04,3253,구름 조금
2018-08-05,3407,구름 많음
2018-08-06,1667,구름 많음
2018-08-07,1686,구름 많음
2018-08-08,1473,구름 많음
2018-08-11,4197,구름 조금
2018-08-12,6281,구름 많음
2018-08-13,1762,구름 많음
2018-08-14,1891,구름 많음
2018-08-15,3616,구름 많음
2018-08-16,1523,구름 조금
2018-08-17,3399,맑음
2018-08-18,15798,구름 조금
2018-08-19,14771,구름 많음
2018-08-20,2660,구름 많음
2018-08-21,2399,구름 많음
2018-08-22,3026,구름 조금
2018-08-25,20567,구름 많음
2018-08-30,2162,구름 많음
2018-08-31,4754,구름 많음
2018-09-01,30450,구름 조금
2018-09-02,31143,구름 많음
2018-09-04,4443,구름 조금
2018-09-05,5865,맑음
2018-09-06,4793,구름 많음
2018-09-07,6985,구름 조금
2018-09-08,44269,맑음
2018-09-09,46554,구름 조금
2018-09-10,6687,구름 조금
2018-09-11,7121,구름 많음
2018-09-12,6088,구름 조금
2018-09-13,6406,구름 많음
2018-09-14,6271,흐림
2018-09-15,21390,흐림
2018-09-16,18137,흐림
2018-09-17,6060,맑음
2018-09-18,6664,구름 많음
2018-09-19,14698,구름 많음
2018-09-20,3400,흐림
2018-09-21,1488,흐림
2018-09-22,28722,맑음
2018-09-23,26497,구름 많음
2018-09-24,39337,맑음
2018-09-25,59412,맑음
2018-09-26,42371,구름 조금
2018-09-27,10341,맑음
2018-09-28,11844,구름 많음
2018-09-29,44748,맑음
2018-09-30,39819,맑음
2018-10-01,6435,구름 많음
2018-10-02,9753,맑음
2018-10-03,55062,맑음
2018-10-04,8349,구름 조금
2018-10-07,44237,구름 조금
2018-10-08,23275,구름 조금
2018-10-09,55058,구름 많음
2018-10-10,6774,구름 조금
2018-10-11,10169,구름 조금
2018-10-12,16630,맑음
2018-10-13,33318,맑음
2018-10-14,35586,구름 많음
2018-10-15,15197,맑음
2018-10-16,9750,구름 많음
2018-10-17,11859,맑음
2018-10-19,22784,맑음
2018-10-20,45106,맑음
2018-10-21,42871,구름 조금
2018-10-22,8975,구름 많음
2018-10-24,10506,맑음
2018-10-25,13334,구름 조금
2018-10-27,43229,구름 많음
2018-10-29,6695,구름 많음
2018-10-30,7575,구름 조금
2018-10-31,11508,맑음
2018-11-01,7877,맑음
2018-11-02,10345,맑음
2018-11-03,33404,맑음
2018-11-04,31885,구름 조금
2018-11-05,5578,구름 조금
2018-11-06,4239,구름 많음
2018-11-07,2648,흐림
2018-11-09,5876,구름 조금
2018-11-10,12553,맑음
2018-11-12,4659,맑음
2018-11-13,4498,맑음
2018-11-14,4452,맑음
2018-11-15,3841,구름 많음
2018-11-16,3263,구름 많음
2018-11-17,13369,구름 많음
2018-11-18,12838,구름 많음
2018-11-19,2781,구름 조금
2018-11-20,2881,맑음
2018-11-22,9957,맑음
2018-11-23,2437,맑음
2018-11-24,2828,구름 많음
2018-11-25,7448,구름 조금
2018-11-26,2361,맑음
2018-11-27,1854,구름 많음
2018-11-28,1792,구름 조금
2018-11-29,16960,구름 많음
2018-11-30,2004,구름 조금
2018-12-01,8056,맑음
2018-12-02,6788,흐림
2018-12-03,712,흐림
2018-12-04,1224,구름 많음
2018-12-05,1649,구름 많음
2018-12-06,1756,구름 많음
2018-12-07,898,구름 조금
2018-12-08,1627,구름 조금
2018-12-09,1626,구름 조금
2018-12-10,1115,맑음
2018-12-11,1994,흐림
2018-12-12,4184,맑음
2018-12-13,1713,구름 조금
2018-12-14,919,맑음
2018-12-15,2784,구름 조금
2018-12-16,2282,흐림
2018-12-17,1327,맑음
2018-12-18,1744,구름 조금
2018-12-19,1618,구름 조금
2018-12-20,1765,구름 조금
2018-12-21,3261,구름 많음
2018-12-22,3987,구름 조금
2018-12-23,5937,맑음
2018-12-24,1983,맑음
2018-12-25,4832,흐림
2018-12-26,1527,구름 조금
2018-12-27,7896,맑음
2018-12-28,728,맑음
2018-12-29,1495,맑음
2018-12-30,1867,맑음
2018-12-31,1685,맑음
2019-01-01,3102,구름 조금
2019-01-02,1279,맑음
2019-01-03,1570,맑음
2019-01-04,1383,구름 많음
2019-01-05,3218,맑음
2019-01-06,4131,구름 조금
2019-01-07,1572,구름 조금
2019-01-08,1613,맑음
2019-01-09,1065,구름 많음
2019-01-10,1694,구름 많음
2019-01-11,1657,구름 많음
2019-01-12,3715,맑음
2019-01-13,3416,맑음
2019-01-14,871,구름 조금
2019-01-15,991,눈
2019-01-16,1360,맑음
2019-01-17,2449,맑음
2019-01-18,1626,맑음
2019-01-19,3497,흐림
2019-01-20,4142,맑음
2019-01-21,1468,구름 조금
2019-01-22,1980,구름 조금
2019-01-23,1523,맑음
2019-01-24,2024,구름 조금
2019-01-25,1780,맑음
2019-01-26,4057,맑음
2019-01-27,4814,구름 조금
2019-01-29,1898,구름 조금
2019-01-30,1442,구름 많음
2019-01-31,3259,구름 많음
2019-02-01,1267,눈
2019-02-02,3290,구름 많음
2019-02-04,5178,구름 조금
2019-02-05,7910,구름 조금
2019-02-06,8175,흐림
2019-02-07,2001,눈
2019-02-08,1553,구름 많음
2019-02-09,3563,맑음
2019-02-10,3348,구름 많음
2019-02-11,1473,맑음
2019-02-12,2112,구름 조금
2019-02-13,1846,맑음
2019-02-14,2607,구름 많음
2019-02-15,1175,흐림
2019-02-16,3800,맑음
2019-02-17,5718,맑음
2019-02-18,2202,구름 많음
2019-02-19,1034,눈
2019-02-20,1673,눈
2019-02-21,2006,맑음
2019-02-22,2019,구름 많음
2019-02-23,8198,맑음
2019-02-24,15050,맑음
2019-02-25,2885,구름 조금
2019-02-26,4584,구름 조금
2019-02-27,5213,구름 많음
2019-02-28,4272,구름 조금
2019-03-01,12551,맑음
2019-03-02,11038,구름 많음
2019-03-03,8807,구름 조금
2019-03-04,1646,구름 조금
2019-03-05,1314,구름 많음
2019-03-06,1028,구름 많음
2019-03-07,2396,맑음
2019-03-08,3262,맑음
2019-03-09,35718,구름 많음
2019-03-10,18550,구름 많음
2019-03-13,2129,눈
2019-03-16,17512,구름 많음
2019-03-17,31487,맑음
2019-03-18,3923,구름 많음
2019-03-19,4157,맑음
2019-03-20,1518,흐림
2019-03-21,2301,구름 많음
2019-03-22,2990,맑음
2019-03-24,25648,맑음
2019-03-25,3081,구름 많음
2019-03-26,3519,구름 조금
2019-03-27,2255,구름 많음
2019-03-28,3365,구름 많음
2019-03-29,5754,구름 조금
2019-03-30,4933,흐림
2019-03-31,8889,구름 조금
2019-04-01,3752,구름 조금
2019-04-02,4162,구름 조금
2019-04-03,7914,맑음
2019-04-04,6120,맑음
2019-04-05,8200,맑음
2019-04-07,63848,구름 조금
2019-04-08,11002,맑음
2019-04-10,4248,흐림
2019-04-11,17154,구름 많음
2019-04-12,18592,맑음
2019-04-13,78400,구름 많음
2019-04-14,10034,흐림
2019-04-15,13112,맑음
2019-04-16,13964,구름 많음
2019-04-17,12080,맑음
2019-04-18,9582,흐림
2019-04-19,12988,구름 조금
2019-04-20,58838,흐림
2019-04-21,39748,흐림
2019-04-22,8890,맑음
2019-04-23,7810,흐림
2019-04-24,6950,구름 많음
2019-04-26,7100,구름 많음
2019-04-27,47554,구름 조금
2019-04-28,35928,구름 많음
2019-04-29,6566,흐림
2019-04-30,13666,구름 조금
2019-05-01,54961,맑음
2019-05-02,16261,맑음
2019-05-03,21485,맑음
2019-05-04,37039,구름 조금
2019-05-05,88817,구름 조금
2019-05-06,66047,맑음
2019-05-07,11375,맑음
2019-05-08,9455,구름 많음
2019-05-09,13451,구름 조금
2019-05-10,17709,구름 조금
2019-05-11,36493,맑음
2019-05-12,37047,구름 조금
2019-05-14,15365,맑음
2019-05-15,14495,구름 조금
2019-05-16,12707,맑음
2019-05-17,20197,구름 많음
2019-05-21,17349,맑음
2019-05-22,14545,구름 조금
2019-05-23,14427,맑음
2019-05-24,16813,맑음
2019-05-25,48787,구름 많음
2019-05-26,53457,구름 많음
2019-05-27,4631,흐림
2019-05-28,21051,맑음
2019-05-29,18359,맑음
2019-05-30,41007,구름 많음
2019-05-31,19825,구름 조금
2019-06-01,54895,구름 많음
2019-06-02,53065,맑음
2019-06-03,14279,맑음
2019-06-04,15223,구름 조금
2019-06-05,16117,구름 많음
2019-06-07,7391,흐림
2019-06-08,56517,맑음
2019-06-10,8313,흐림
2019-06-11,11633,구름 많음
2019-06-12,11751,맑음
2019-06-13,8889,맑음
2019-06-14,9049,구름 많음
2019-06-16,31527,맑음
2019-06-17,8461,맑음
2019-06-20,8709,흐림
2019-06-22,27369,맑음
2019-06-23,24745,맑음
2019-06-24,8009,맑음
2019-06-25,6243,맑음
2019-06-26,6075,구름 많음
2019-06-27,5341,구름 많음
2019-06-29,11653,흐림
2019-07-01,5286,구름 조금
2019-07-02,5386,구름 조금
2019-07-03,4326,구름 많음
2019-07-04,4576,맑음
2019-07-05,3922,맑음
2019-07-06,8528,맑음
2019-07-07,9448,맑음
2019-07-08,4114,구름 많음
2019-07-09,4790,구름 조금
2019-07-12,5374,구름 많음
2019-07-13,15662,흐림
2019-07-18,6520,구름 많음
2019-07-19,3944,맑음
2019-07-21,7058,흐림
2019-07-22,4092,구름 많음
2019-07-25,2494,흐림
2019-07-27,6902,흐림
2019-07-29,7076,구름 많음
2019-08-02,7337,구름 조금
2019-08-05,3671,구름 많음
2019-08-06,15973,구름 많음
2019-08-07,3959,맑음
2019-08-09,3337,맑음
2019-08-10,5135,맑음
2019-08-14,3309,구름 조금
2019-08-16,8739,구름 많음
2019-08-17,12425,구름 많음
2019-08-18,16905,맑음
2019-08-19,5273,맑음
2019-08-20,4425,구름 조금
2019-08-22,3945,구름 많음
2019-08-23,5291,구름 조금
2019-08-24,23133,구름 많음
2019-08-25,23579,맑음
2019-08-26,5207,맑음
2019-08-27,4987,구름 많음
2019-08-28,4923,구름 많음
2019-08-31,32421,맑음
2019-09-01,31079,구름 많음
2019-09-02,6223,흐림
2019-09-06,4231,구름 많음
2019-09-10,4209,흐림
2019-09-12,13155,맑음
2019-09-14,34475,구름 많음
2019-09-15,30607,맑음
2019-09-16,8599,맑음
2019-09-17,7457,맑음
2019-09-18,8579,맑음
2019-09-19,9097,흐림
2019-09-20,11361,구름 많음
2019-09-22,4487,구름 조금
2019-09-23,8233,맑음
2019-09-24,10507,구름 많음
2019-09-25,10131,구름 많음
2019-09-26,24481,구름 많음
2019-09-27,11483,구름 많음
2019-09-28,47509,맑음
2019-09-29,40165,맑음
2019-09-30,10431,구름 많음
2019-10-02,5747,구름 많음
2019-10-03,31919,맑음
2019-10-05,33981,구름 많음
2019-10-07,2151,맑음
2019-10-08,14775,맑음
2019-10-09,52311,흐림
2019-10-10,9549,맑음
2019-10-11,14133,맑음
2019-10-12,37375,맑음
2019-10-13,38149,맑음
2019-10-14,8087,구름 조금
2019-10-15,10901,맑음
2019-10-16,10495,구름 조금
2019-10-17,15429,구름 많음
2019-10-18,18735,맑음
2019-10-19,39577,맑음
2019-10-20,33553,맑음
2019-10-21,9515,구름 많음
2019-10-22,10285,구름 많음
2019-10-23,12325,구름 많음
2019-10-24,9927,맑음
2019-10-25,17511,구름 많음
2019-10-26,36463,구름 많음
2019-10-28,7881,구름 조금
2019-10-29,8827,맑음
2019-10-30,27135,구름 조금
2019-10-31,9273,맑음
2019-11-01,7799,구름 많음
2019-11-02,28935,구름 많음
2019-11-03,24779,맑음
2019-11-04,8837,맑음
2019-11-05,7771,구름 조금
2019-11-06,7055,맑음
2019-11-07,8029,맑음
2019-11-08,10067,맑음
2019-11-09,25653,흐림
2019-11-11,5371,구름 조금
2019-11-13,3043,맑음
2019-11-15,2119,구름 많음
2019-11-18,2669,눈
2019-11-19,6851,맑음
2019-11-20,2943,구름 많음
2019-11-21,3203,맑음
2019-11-22,4283,구름 많음
2019-11-24,8381,구름 조금
2019-11-25,2727,구름 조금
2019-11-26,3637,구름 조금
2019-11-27,3329,구름 많음
2019-11-28,2965,맑음
2019-11-29,37147,구름 많음
2019-12-01,2076,구름 조금
2019-12-04,1984,맑음
2019-12-05,1814,맑음
2019-12-06,1218,눈
2019-12-07,3056,맑음
2019-12-11,1694,맑음
2019-12-14,4768,구름 조금
2019-12-15,7378,구름 많음
2019-12-17,1350,구름 조금
2019-12-18,3560,눈
2019-12-19,1962,눈
2019-12-20,1854,눈
2019-12-21,3726,흐림
2019-12-22,4338,구름 많음
2019-12-23,1802,맑음
2019-12-24,2322,흐림
2019-12-25,6120,흐림
2019-12-26,1500,맑음
2019-12-27,3008,흐림
2019-12-29,14230,눈
2019-12-30,2130,눈
2019-12-31,1500,
2020-01-01,3250,흐림
2020-01-02,2504,맑음
2020-01-03,2396,맑음
2020-01-04,4890,맑음
2020-01-05,6214,맑음
2020-01-08,2016,흐림
2020-01-09,3336,맑음
2020-01-10,2344,맑음
2020-01-11,4694,맑음
2020-01-12,5132,구름 많음
2020-01-13,2236,맑음
2020-01-14,2562,구름 많음
2020-01-15,2486,맑음
2020-01-16,2296,구름 많음
2020-01-17,2120,맑음
2020-01-18,5622,맑음
2020-01-19,3850,맑음
2020-01-20,2294,맑음
2020-01-21,2298,맑음
2020-01-22,2332,구름 많음
2020-01-23,2390,맑음
2020-01-24,4854,맑음
2020-01-25,8372,맑음
2020-01-26,9966,맑음
2020-01-27,5244,흐림
2020-01-28,2622,흐림
2020-01-29,2286,흐림
2020-01-30,4798,구름 많음
2020-01-31,2028,구름 많음
2020-02-01,2678,구름 많음
2020-02-02,2460,구름 많음
2020-02-03,1218,맑음
2020-02-04,1136,흐림
2020-02-05,778,맑음
2020-02-06,862,맑음
2020-02-07,1006,흐림
2020-02-08,2802,맑음
2020-02-09,3144,맑음
2020-02-10,1696,맑음
2020-02-11,2150,맑음
2020-02-13,1618,흐림
2020-02-14,2274,맑음
2020-02-15,6628,흐림
2020-02-16,1506,눈
2020-02-17,932,눈
2020-02-18,1436,맑음
2020-02-19,1820,맑음
2020-02-20,1940,맑음
2020-02-21,1306,흐림
2020-02-22,1758,맑음
2020-02-23,3604,맑음
2020-02-24,1214,구름 많음
2020-02-26,2726,흐림
2020-02-27,1550,맑음
2020-02-29,2944,맑음
2020-03-01,2250,흐림
2020-03-02,1258,맑음
2020-03-03,1264,맑음
2020-03-05,1296,맑음
2020-03-06,1712,맑음
2020-03-07,4402,구름 많음
2020-03-08,9294,맑음
2020-03-09,1966,흐림
2020-03-11,2360,맑음
2020-03-12,2550,맑음
2020-03-13,1940,맑음
2020-03-14,7264,구름 많음
2020-03-15,5492,흐림
2020-03-16,1864,맑음
2020-03-17,1318,구름 많음
2020-03-18,3742,맑음
2020-03-19,482,맑음
2020-03-20,3264,구름 많음
2020-03-21,11940,구름 많음
2020-03-22,15614,맑음
2020-03-23,3754,맑음
2020-03-24,4102,맑음
2020-03-25,4122,맑음
2020-03-26,2562,흐림
2020-03-27,3050,맑음
2020-03-28,12500,맑음
2020-03-29,17770,맑음
2020-03-30,4644,맑음
2020-03-31,5714,맑음
2020-04-01,4856,맑음
2020-04-02,6368,구름 많음
2020-04-03,6652,맑음
2020-04-04,15844,맑음
2020-04-05,15604,맑음
2020-04-06,5340,맑음
2020-04-07,5084,맑음
2020-04-08,5486,맑음
2020-04-09,4612,구름 많음
2020-04-10,5352,구름 많음
2020-04-11,13180,맑음
2020-04-12,11652,구름 많음
2020-04-13,5026,맑음
2020-04-14,7154,맑음
2020-04-15,15002,맑음
2020-04-16,5514,맑음
2020-04-18,20868,맑음
2020-04-19,6002,흐림
2020-04-21,2296,구름 많음
2020-04-22,1216,흐림
2020-04-23,6240,구름 많음
2020-04-24,3362,맑음
2020-04-25,15932,구름 많음
2020-04-26,24254,구름 많음
2020-04-27,4754,구름 많음
2020-04-28,6178,맑음
2020-04-29,8730,구름 많음
2020-04-30,33414,맑음
